time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
4/8/2020 8:45,7,8,7,-1,5,5,14
4/8/2020 8:40,7,7,6,-1,5,4,14
4/8/2020 11:15,7,7,6,-1,5,4,14
4/8/2020 8:50,7,6,8,-1,5,4,14
4/8/2020 9:00,6,8,8,-1,6,4,14
4/8/2020 9:55,6,7,7,-1,5,3,14
4/8/2020 11:15,5,6,7,-1,6,4,14
4/8/2020 9:35,6,8,7,-1,4,5,14
4/8/2020 10:05,6,7,8,-1,5,4,14
4/8/2020 10:35,5,7,7,-1,5,4,14
4/8/2020 9:20,5,6,6,-1,6,4,14
4/8/2020 8:45,5,8,6,-1,5,4,14
4/8/2020 8:45,6,6,6,-1,4,5,14
4/8/2020 8:40,5,8,7,-1,4,5,14
4/8/2020 9:30,6,6,7,-1,5,4,14
4/8/2020 14:05,5,7,8,3,5,4,14
4/8/2020 9:05,6,7,8,-1,5,4,14
4/8/2020 9:20,6,6,6,-1,5,5,14
4/8/2020 8:45,7,7,7,-1,5,4,14
4/8/2020 9:10,7,6,8,-1,6,4,14
4/8/2020 9:00,5,6,7,-1,6,5,14
4/8/2020 8:50,6,8,7,-1,5,4,14
4/8/2020 9:05,6,8,5,-1,5,3,14
4/8/2020 9:20,6,7,7,-1,5,3,14
4/8/2020 10:20,7,8,6,-1,6,4,14
4/8/2020 10:55,5,6,7,-1,5,5,14
4/8/2020 10:05,6,6,7,-1,6,4,14
4/8/2020 10:45,6,6,8,-1,5,4,14
4/8/2020 9:05,6,6,7,-1,4,5,14
4/8/2020 9:00,7,6,7,-1,6,4,14
4/8/2020 9:30,6,7,7,-1,5,4,14
4/8/2020 9:35,6,6,7,-1,5,4,14
4/8/2020 10:00,7,7,6,-1,5,4,14
4/8/2020 11:05,5,7,6,-1,5,5,14
4/8/2020 9:20,7,8,6,-1,4,3,14
4/8/2020 8:55,7,8,7,-1,6,5,14
4/8/2020 8:50,7,7,8,-1,5,4,14
4/8/2020 9:10,6,7,7,-1,6,4,14
4/8/2020 12:50,6,7,7,-1,5,4,14
4/8/2020 13:35,6,8,6,-1,4,4,14
4/8/2020 9:10,7,8,7,-1,4,3,14
4/8/2020 9:55,6,7,7,-1,6,5,14
4/8/2020 10:05,6,8,6,-1,6,4,14
4/8/2020 10:20,7,7,6,-1,5,3,14
4/8/2020 8:50,6,7,7,-1,5,3,14
4/8/2020 8:40,6,7,7,-1,5,4,14
4/8/2020 11:10,6,7,5,-1,5,3,14
4/8/2020 9:20,7,7,8,-1,4,5,14
4/8/2020 9:55,7,7,8,-1,5,5,14
4/8/2020 8:35,8,6,6,-1,5,2,14
4/8/2020 13:25,6,7,7,-1,5,5,14
4/8/2020 9:20,7,6,6,-1,5,3,14
4/8/2020 15:55,6,8,8,-1,5,3,14
4/8/2020 8:50,7,7,7,-1,5,4,14
4/8/2020 12:35,6,7,9,-1,5,3,14
4/8/2020 10:30,5,7,7,-1,5,4,14
4/8/2020 9:50,6,6,7,-1,4,3,14
4/8/2020 9:35,6,7,7,-1,6,4,14
4/8/2020 9:05,6,7,7,-1,5,4,14
4/8/2020 8:45,6,8,6,-1,5,2,14
4/8/2020 8:50,5,7,7,-1,6,4,14
4/8/2020 8:55,5,6,7,-1,4,4,14
4/8/2020 12:05,6,7,6,-1,5,4,14
4/8/2020 9:10,6,7,7,-1,5,5,14
4/8/2020 8:35,6,7,7,1,5,4,14
4/8/2020 9:00,7,7,7,-1,5,4,14
4/8/2020 9:00,7,7,7,-1,5,4,14
4/8/2020 8:45,6,7,7,-1,5,5,14
4/8/2020 9:10,6,6,7,-1,5,3,14
4/8/2020 9:55,6,6,8,-1,6,3,14
4/8/2020 10:55,6,7,6,-1,5,3,14
4/8/2020 13:15,6,8,7,-1,6,4,14
4/8/2020 10:50,5,8,7,-1,5,4,14
4/8/2020 9:55,6,7,8,-1,5,5,14
4/8/2020 10:40,6,7,7,-1,6,5,14
4/8/2020 13:40,5,7,7,-1,5,4,14
4/8/2020 13:05,7,7,6,-1,6,4,14
4/8/2020 8:45,7,9,7,-1,5,4,14
4/8/2020 10:00,6,8,6,-1,5,3,14
4/8/2020 8:50,4,6,6,-1,7,2,14
4/8/2020 8:45,7,8,6,-1,4,4,14
4/8/2020 8:50,6,8,7,-1,5,4,14
4/8/2020 8:45,7,8,8,-1,4,3,14
4/8/2020 11:10,7,6,7,-1,6,4,14
4/8/2020 8:50,6,8,7,-1,4,4,14
4/8/2020 9:45,6,6,7,-1,5,4,14
4/8/2020 12:45,7,6,7,-1,6,3,14
4/8/2020 9:30,7,8,6,-1,5,4,14
4/8/2020 9:20,5,7,7,-1,5,4,14
4/8/2020 10:05,6,7,7,-1,5,4,14
4/8/2020 9:05,7,6,7,-1,5,4,14
4/8/2020 10:00,6,6,7,-1,4,3,14
4/8/2020 9:45,6,7,7,-1,6,3,14
4/8/2020 8:45,5,6,8,-1,5,4,14
4/8/2020 8:45,7,7,7,-1,6,3,14
4/8/2020 10:25,5,7,8,-1,6,4,14
4/8/2020 9:15,7,5,7,-1,5,3,14
4/8/2020 12:00,6,6,8,-1,4,5,14
4/8/2020 10:10,6,7,7,-1,5,4,14
4/8/2020 9:50,7,6,8,-1,6,3,14
4/8/2020 9:40,6,7,6,-1,5,4,14
4/8/2020 10:40,8,6,8,-1,5,3,14
4/8/2020 9:10,6,7,7,-1,5,5,14
4/8/2020 8:40,6,6,7,-1,5,4,14
4/8/2020 9:10,7,7,8,-1,5,4,14
4/8/2020 15:30,7,6,8,-1,5,4,14
4/8/2020 9:45,5,7,6,-1,5,3,14
4/8/2020 9:50,6,7,6,-1,6,4,14
4/8/2020 10:50,7,8,7,-1,5,4,14
4/8/2020 10:00,6,7,7,-1,5,5,14
4/8/2020 9:35,7,7,6,-1,5,5,14
4/8/2020 9:45,6,8,6,-1,5,4,14
4/8/2020 9:45,6,8,6,-1,4,4,14
4/8/2020 8:55,6,8,7,-1,4,3,14
4/8/2020 11:15,6,7,8,-1,6,5,14
4/8/2020 10:10,6,8,6,-1,5,5,14
4/8/2020 10:55,6,7,7,-1,6,4,14
4/8/2020 9:20,6,7,7,-1,4,4,14
4/8/2020 9:40,6,7,7,-1,4,4,14
4/8/2020 9:35,7,7,8,-1,6,5,14
4/8/2020 10:20,6,8,8,-1,4,5,14
4/8/2020 9:50,6,8,8,-1,5,5,14
4/8/2020 9:55,6,8,7,-1,5,5,14
4/8/2020 8:40,6,7,6,-1,4,5,14
4/8/2020 9:40,5,8,7,-1,5,3,14
4/8/2020 12:45,5,7,7,-1,5,3,14
4/8/2020 9:00,7,7,7,-1,5,3,14
4/8/2020 8:35,7,8,6,-1,6,5,14
4/8/2020 9:05,5,7,7,-1,5,4,14
4/8/2020 10:40,6,7,7,-1,5,6,14
4/8/2020 9:20,7,7,7,-1,5,4,14
4/8/2020 9:45,6,7,6,-1,5,5,14
4/8/2020 10:00,6,6,8,-1,4,4,14
4/8/2020 9:45,6,6,8,-1,6,5,14
4/8/2020 8:50,7,6,7,-1,6,4,14
4/8/2020 10:10,6,6,7,-1,4,4,14
4/8/2020 11:00,7,7,7,-1,5,4,14
4/8/2020 8:40,6,7,7,-1,4,5,14
4/8/2020 12:20,6,6,7,-1,5,5,14
4/8/2020 9:45,6,7,6,-1,5,3,14
4/8/2020 10:25,7,8,7,-1,5,3,14
4/8/2020 10:15,7,7,6,-1,5,3,14
4/8/2020 11:45,7,7,7,-1,5,3,14
4/8/2020 9:40,6,6,6,-1,6,3,14
4/8/2020 9:50,6,7,8,-1,4,4,14
4/8/2020 9:50,6,7,7,-1,5,4,14
4/8/2020 9:25,6,8,7,-1,5,4,14
4/8/2020 8:40,6,7,6,-1,5,3,14
4/8/2020 9:05,6,7,7,-1,4,4,14
4/8/2020 9:45,6,7,7,-1,5,4,14
4/8/2020 9:20,7,7,7,-1,6,4,14
4/8/2020 9:10,6,7,7,-1,6,5,14
4/8/2020 9:35,6,8,6,-1,5,4,14
4/8/2020 8:50,6,6,6,-1,5,4,14
4/8/2020 8:55,7,8,7,-1,5,4,14
4/8/2020 8:45,6,7,6,-1,5,4,14
4/8/2020 9:25,5,6,6,-1,5,4,14
4/8/2020 8:45,5,7,8,-1,6,3,14
4/8/2020 9:20,6,7,8,-1,5,4,14
4/8/2020 9:00,6,5,7,-1,5,5,14
4/8/2020 10:05,5,8,6,-1,5,4,14
4/8/2020 8:35,5,6,6,-1,5,3,14
4/8/2020 10:30,6,6,6,-1,6,4,14
4/8/2020 9:00,6,7,7,-1,5,5,14
4/8/2020 9:00,6,7,7,-1,4,4,14
4/8/2020 8:35,5,7,8,-1,4,4,14
4/8/2020 9:35,5,8,6,-1,4,4,14
4/8/2020 9:20,6,7,7,-1,4,4,14
4/8/2020 10:00,7,6,8,-1,7,4,14
4/8/2020 9:35,6,8,8,-1,5,4,14
4/8/2020 11:40,6,8,7,-1,5,4,14
4/8/2020 9:45,7,7,7,7,5,3,14
4/8/2020 8:55,5,7,8,-1,5,4,14
4/8/2020 9:50,6,7,7,-1,4,5,14
4/8/2020 9:25,6,7,6,-1,5,3,14
4/8/2020 10:05,5,6,6,-1,5,3,14
4/8/2020 9:25,7,8,7,-1,5,4,14
4/8/2020 8:50,5,8,7,-1,5,5,14
4/8/2020 9:25,6,7,8,-1,4,3,14
4/8/2020 9:10,6,7,7,-1,5,4,14
4/8/2020 9:00,7,8,8,-1,4,3,14
4/8/2020 12:25,7,6,7,-1,5,5,14
4/8/2020 10:30,6,7,7,-1,4,2,14
4/8/2020 9:05,5,6,9,-1,6,3,14
4/8/2020 8:55,6,7,6,-1,6,2,14
4/8/2020 10:40,6,8,8,-1,4,2,14
4/8/2020 9:15,6,7,7,-1,6,4,14
4/8/2020 8:50,6,5,8,-1,5,4,14
4/8/2020 9:25,6,7,6,-1,5,5,14
4/8/2020 8:40,6,7,7,-1,5,5,14
4/8/2020 10:30,6,8,7,-1,5,3,14
4/8/2020 11:30,6,7,7,-1,5,5,14
4/8/2020 9:45,7,8,7,-1,4,3,14
4/8/2020 9:15,6,7,7,-1,6,4,14
4/8/2020 9:25,5,8,6,-1,5,4,14
4/8/2020 11:20,5,6,9,-1,4,5,14
4/8/2020 10:35,5,8,8,-1,4,4,14
4/8/2020 9:30,7,7,8,-1,6,4,14
4/8/2020 13:45,6,7,7,-1,5,4,14
4/8/2020 10:05,7,8,6,-1,6,4,14
4/8/2020 8:45,6,7,7,-1,6,4,14
4/8/2020 11:05,5,7,7,-1,5,5,14
4/8/2020 8:45,6,8,7,-1,5,5,14
4/8/2020 11:25,6,6,7,-1,4,5,14
4/8/2020 12:20,6,7,7,-1,6,3,14
4/8/2020 9:55,6,6,6,-1,6,5,14
4/8/2020 9:15,6,6,7,-1,6,5,14
4/8/2020 10:20,6,6,7,-1,4,4,14
4/8/2020 9:30,5,8,7,-1,5,4,14
4/8/2020 9:30,6,7,7,-1,6,4,14
4/8/2020 9:00,7,8,7,-1,5,4,14
4/8/2020 9:10,5,6,7,-1,5,4,14
4/8/2020 8:45,6,6,6,-1,5,5,14
4/8/2020 10:05,7,7,7,-1,4,5,14
4/8/2020 9:15,7,8,8,-1,5,4,14
4/8/2020 8:45,6,7,7,-1,5,5,14
4/8/2020 9:15,5,7,7,-1,5,4,14
4/8/2020 9:50,8,7,7,-1,4,3,14
4/8/2020 9:25,6,7,8,-1,6,3,14
4/8/2020 10:15,6,8,7,-1,5,5,14
4/8/2020 11:10,7,7,7,-1,3,5,14
4/8/2020 9:20,7,7,7,-1,4,5,14
4/8/2020 9:15,6,6,8,-1,6,4,14
4/8/2020 9:50,6,7,6,-1,4,3,14
4/8/2020 10:05,6,7,8,-1,5,5,14
4/8/2020 12:20,7,8,7,-1,4,4,14
4/8/2020 17:35,7,8,6,-1,5,3,14
4/8/2020 8:55,5,7,7,-1,5,4,14
4/8/2020 8:50,6,7,7,-1,5,3,14
4/8/2020 9:05,6,5,7,-1,6,3,14
4/8/2020 9:45,4,7,8,-1,5,5,14
4/8/2020 9:30,6,8,7,-1,6,3,14
4/8/2020 9:20,6,7,6,-1,6,4,14
4/8/2020 9:35,6,6,7,-1,6,5,14
4/8/2020 9:30,7,8,7,-1,5,4,14
4/8/2020 10:30,5,7,6,-1,5,4,14
4/8/2020 10:40,5,7,7,-1,5,5,14
4/8/2020 8:55,6,9,8,-1,5,4,14
4/8/2020 10:30,6,7,6,-1,5,4,14
4/8/2020 9:15,6,7,7,-1,4,4,14
4/8/2020 9:40,6,8,8,-1,5,3,14
4/8/2020 8:50,6,7,7,-1,5,3,14
4/8/2020 10:05,5,8,7,-1,6,4,14
4/8/2020 11:00,5,6,8,-1,6,5,14
4/8/2020 10:05,6,7,8,-1,5,4,14
4/8/2020 8:45,5,6,7,-1,5,3,14
4/8/2020 9:10,6,8,8,-1,5,4,14
4/8/2020 10:45,6,7,7,-1,5,4,14
4/8/2020 8:55,7,7,5,-1,4,4,14
4/8/2020 9:05,6,7,8,-1,5,5,14
4/8/2020 9:05,6,7,8,-1,5,5,14
4/8/2020 8:45,6,7,8,-1,5,4,14
4/8/2020 8:50,6,8,8,-1,6,5,14
4/8/2020 8:50,5,7,7,-1,4,4,14
4/8/2020 11:25,5,8,7,-1,4,4,14
4/8/2020 9:20,6,6,6,-1,7,5,14
4/8/2020 10:15,7,6,7,-1,5,4,14
4/8/2020 8:50,6,7,7,-1,6,5,14
4/8/2020 9:20,8,7,7,-1,6,4,14
4/8/2020 9:05,5,6,7,-1,5,3,14
4/8/2020 9:15,6,8,7,-1,5,4,14
4/8/2020 9:15,7,6,7,-1,5,3,14
4/8/2020 9:30,6,7,8,-1,5,4,14
4/8/2020 9:10,6,6,7,-1,4,4,14
4/8/2020 8:50,6,6,6,-1,5,5,14
4/8/2020 9:40,5,7,8,-1,5,3,14
4/8/2020 11:35,6,6,7,-1,5,4,14
4/8/2020 9:35,7,7,7,-1,5,5,14
4/8/2020 8:35,6,7,6,-1,5,3,14
4/8/2020 9:10,6,7,8,-1,5,4,14
4/8/2020 9:20,6,7,8,-1,5,4,14
4/8/2020 8:45,7,8,8,-1,5,4,14
4/8/2020 8:55,6,7,7,-1,4,5,14
4/8/2020 9:25,7,7,7,-1,5,4,14
4/8/2020 10:55,5,8,7,-1,6,4,14
4/8/2020 9:15,7,6,8,-1,5,3,14
4/8/2020 9:40,7,7,8,-1,6,5,14
4/8/2020 10:05,6,6,7,-1,5,3,14
4/8/2020 9:05,6,6,8,-1,4,4,14
4/8/2020 8:40,6,7,7,-1,4,5,14
4/8/2020 11:30,6,9,6,-1,4,4,14
4/8/2020 10:40,7,7,6,-1,5,5,14
4/8/2020 8:55,6,8,7,-1,4,4,14
4/8/2020 11:40,6,7,7,-1,4,4,14
4/8/2020 8:35,6,7,7,-1,5,4,14
4/8/2020 9:00,6,7,7,-1,5,4,14
4/8/2020 10:00,6,8,6,-1,5,4,14
4/8/2020 9:20,5,8,7,-1,3,5,14
4/8/2020 8:40,8,7,7,-1,5,5,14
4/8/2020 11:50,5,7,7,-1,4,3,14
4/8/2020 10:15,6,7,7,-1,4,4,14
4/8/2020 13:15,6,8,7,-1,5,4,14
4/8/2020 9:35,5,7,8,-1,5,3,14
4/8/2020 11:30,6,7,6,-1,4,4,14
4/8/2020 8:50,6,7,6,-1,6,4,14
4/8/2020 11:10,6,7,7,-1,6,4,14
4/8/2020 9:50,6,6,7,-1,5,4,14
4/8/2020 9:05,6,7,7,-1,5,4,14
4/8/2020 9:00,7,7,5,-1,5,5,14
4/8/2020 10:40,6,8,7,-1,4,5,14
4/8/2020 8:40,5,8,7,-1,5,4,14
4/8/2020 8:50,6,6,8,-1,6,4,14
4/8/2020 8:35,6,7,7,-1,5,4,14
4/8/2020 9:25,6,8,6,-1,5,3,14
4/8/2020 12:10,7,8,7,-1,5,4,14
4/8/2020 11:50,6,9,8,-1,6,4,14
4/8/2020 10:35,5,7,6,-1,6,4,14
4/8/2020 8:35,4,6,7,-1,5,4,14
4/8/2020 10:10,6,7,7,-1,4,4,14
4/8/2020 11:45,6,7,7,-1,6,5,14
4/8/2020 10:35,5,6,7,-1,5,3,14
4/8/2020 8:40,6,7,9,-1,5,5,14
4/8/2020 10:05,7,6,7,-1,4,4,14
4/8/2020 11:35,6,7,7,-1,6,4,14
4/8/2020 8:50,7,7,7,-1,5,5,14
4/8/2020 8:40,4,8,5,-1,5,4,14
4/8/2020 10:05,5,7,8,-1,5,5,14
4/8/2020 9:05,6,7,7,-1,4,4,14
4/8/2020 9:50,7,8,7,-1,5,5,14
4/8/2020 9:35,6,7,7,-1,6,5,14
4/8/2020 9:40,5,7,7,-1,5,4,14
4/8/2020 9:30,6,7,7,-1,6,4,14
4/8/2020 9:45,7,9,7,-1,6,4,14
4/8/2020 8:45,7,7,8,5,4,3,14
4/8/2020 10:05,6,6,7,-1,5,3,14
4/8/2020 9:50,6,8,6,-1,4,4,14
4/8/2020 10:50,7,7,7,-1,6,5,14
4/8/2020 9:50,5,7,7,-1,5,3,14
4/8/2020 8:55,5,5,7,-1,5,5,14
4/8/2020 11:10,5,6,7,-1,4,4,14
4/8/2020 9:15,7,8,7,-1,5,3,14
4/8/2020 9:35,5,7,6,-1,6,4,14
4/8/2020 10:05,5,8,9,-1,5,4,14
4/8/2020 8:50,7,6,7,-1,3,5,14
4/8/2020 10:20,7,6,7,-1,6,3,14
4/8/2020 11:15,6,7,7,-1,4,4,14
4/8/2020 9:20,6,7,7,-1,6,3,14
4/8/2020 9:35,6,8,6,-1,5,4,14
4/8/2020 11:20,7,7,8,-1,5,6,14
4/8/2020 9:50,5,7,6,-1,5,5,14
4/8/2020 9:10,6,6,7,-1,6,5,14
4/8/2020 8:45,5,7,7,-1,4,3,14
4/8/2020 10:20,6,7,8,-1,6,4,14
4/8/2020 9:05,5,6,6,-1,6,3,14
4/8/2020 9:00,6,7,7,-1,5,3,14
4/8/2020 9:20,7,7,6,-1,6,4,14
4/8/2020 9:50,6,8,7,-1,5,4,14
4/8/2020 9:50,7,8,7,-1,5,3,14
4/8/2020 11:45,7,9,8,-1,6,5,14
4/8/2020 10:30,6,7,6,-1,4,4,14
4/8/2020 11:40,6,7,6,-1,4,4,14
4/8/2020 8:50,6,8,8,-1,4,4,14
4/8/2020 10:30,6,7,8,-1,6,4,14
4/8/2020 9:00,6,8,7,-1,5,5,14
4/8/2020 9:20,6,6,6,-1,5,3,14
4/8/2020 11:05,7,7,8,-1,6,4,14
4/8/2020 9:00,6,7,6,-1,4,3,14
4/8/2020 9:50,5,6,7,-1,4,3,14
4/8/2020 10:30,6,7,7,-1,6,5,14
4/8/2020 9:35,5,8,7,-1,5,5,14
4/8/2020 9:10,6,8,7,-1,4,4,14
4/8/2020 9:55,6,6,7,-1,5,4,14
4/8/2020 9:20,7,6,7,-1,5,4,14
4/8/2020 8:35,6,7,8,-1,5,4,14
4/8/2020 9:00,6,7,6,-1,4,6,14
4/8/2020 12:35,6,7,7,9,4,3,14
4/8/2020 11:00,5,6,8,-1,5,4,14
4/8/2020 8:40,6,9,7,-1,5,5,14
4/8/2020 8:40,6,7,7,-1,4,4,14
4/8/2020 10:25,5,6,7,-1,6,3,14
4/8/2020 9:40,6,6,7,-1,5,5,14
4/8/2020 8:40,7,8,6,-1,5,5,14
4/8/2020 11:15,7,7,7,-1,6,4,14
4/8/2020 10:15,6,7,7,-1,6,4,14
4/8/2020 8:40,6,8,8,-1,5,4,14
4/8/2020 12:50,5,6,6,-1,5,3,14
4/8/2020 8:40,6,6,7,-1,5,3,14
4/8/2020 9:00,6,6,7,-1,5,3,14
4/8/2020 9:50,6,7,8,-1,5,4,14
4/8/2020 8:45,6,8,7,-1,5,5,14
4/8/2020 9:05,7,6,7,-1,4,5,14
4/8/2020 9:00,6,7,7,-1,4,4,14
4/8/2020 9:30,6,7,6,-1,5,5,14
4/8/2020 11:00,6,7,7,-1,5,5,14
4/8/2020 9:55,6,7,7,-1,5,3,14
4/8/2020 8:55,7,7,6,-1,5,5,14
4/8/2020 11:10,6,6,8,-1,5,3,14
4/8/2020 13:35,8,7,7,-1,5,4,14
4/8/2020 9:05,4,6,7,-1,4,5,14
4/8/2020 10:20,7,7,6,-1,5,5,14
4/8/2020 9:10,6,5,8,-1,4,4,14
4/8/2020 9:45,6,8,9,-1,5,5,14
4/8/2020 8:45,8,8,7,-1,6,5,14
4/8/2020 9:30,6,6,6,-1,4,4,14
4/8/2020 9:35,6,6,7,-1,6,3,14
4/8/2020 13:10,6,7,7,-1,5,4,14
4/8/2020 9:05,5,8,6,-1,4,4,14
4/8/2020 10:55,7,8,7,-1,5,4,14
4/8/2020 11:20,6,7,7,-1,5,4,14
4/8/2020 8:35,6,6,7,-1,5,4,14
4/8/2020 8:50,4,7,7,-1,6,4,14
4/8/2020 9:30,7,7,7,-1,5,5,14
4/8/2020 8:55,5,7,8,-1,5,4,14
4/8/2020 10:35,7,7,6,-1,4,4,14
4/8/2020 9:15,6,6,7,-1,6,4,14
4/8/2020 9:15,6,6,8,-1,5,5,14
4/8/2020 9:30,6,7,7,-1,6,4,14
4/8/2020 11:15,7,6,7,-1,7,5,14
4/8/2020 11:05,5,7,6,-1,5,4,14
4/8/2020 8:45,6,8,6,-1,6,4,14
4/8/2020 12:15,5,7,7,-1,5,5,14
4/8/2020 10:05,6,7,7,-1,4,3,14
4/8/2020 8:40,5,6,6,-1,5,3,14
4/8/2020 10:00,6,7,7,-1,5,4,14
4/8/2020 11:30,6,8,8,-1,5,4,14
4/8/2020 9:30,6,6,7,-1,4,3,14
4/8/2020 9:20,5,7,7,-1,4,5,14
4/8/2020 12:55,5,7,7,-1,5,4,14
4/8/2020 8:40,6,7,6,-1,4,5,14
4/8/2020 10:15,6,8,7,-1,5,4,14
4/8/2020 10:00,6,6,8,-1,4,4,14
4/8/2020 10:55,6,6,8,-1,5,4,14
4/8/2020 8:40,5,8,7,-1,4,5,14
4/8/2020 8:55,5,8,7,-1,6,3,14
4/8/2020 9:45,6,7,7,-1,4,4,14
4/8/2020 9:35,6,7,7,-1,4,4,14
4/8/2020 9:25,5,7,7,-1,3,3,14
4/8/2020 11:20,6,6,7,-1,5,4,14
4/8/2020 10:35,6,7,6,-1,5,5,14
4/8/2020 9:15,7,6,7,-1,5,4,14
4/8/2020 9:45,6,7,6,-1,5,4,14
4/8/2020 9:20,6,7,6,4,6,2,14
4/8/2020 8:40,7,9,5,-1,4,4,14
4/8/2020 8:55,7,7,7,-1,4,4,14
4/8/2020 9:25,6,7,8,-1,6,4,14
4/8/2020 10:10,6,8,8,-1,6,4,14
4/8/2020 10:20,5,8,7,-1,3,4,14
4/8/2020 8:40,4,7,7,-1,5,5,14
4/8/2020 10:30,7,7,8,-1,5,3,14
4/8/2020 9:00,7,8,6,-1,6,5,14
4/8/2020 8:55,6,7,7,-1,5,5,14
4/8/2020 10:45,6,7,7,-1,5,3,14
4/8/2020 9:00,6,8,7,-1,5,4,14
4/8/2020 10:25,6,7,8,-1,5,3,14
4/8/2020 9:55,7,6,6,-1,5,5,14
4/8/2020 8:45,5,6,7,-1,5,5,14
4/8/2020 10:20,5,8,6,-1,4,4,14
4/8/2020 10:00,5,8,7,-1,5,4,14
4/8/2020 8:40,7,7,7,-1,4,4,14
4/8/2020 8:40,5,6,5,-1,4,4,14
4/8/2020 9:00,6,6,6,-1,5,4,14
4/8/2020 10:45,7,8,7,-1,5,4,14
4/8/2020 9:25,5,7,8,-1,5,4,14
4/8/2020 8:40,7,8,7,-1,5,3,14
4/8/2020 9:15,6,7,7,-1,5,4,14
4/8/2020 9:05,6,7,7,-1,4,4,14
4/8/2020 10:10,6,7,6,-1,5,4,14
4/8/2020 10:50,5,7,7,-1,4,3,14
4/8/2020 9:35,6,7,6,-1,5,4,14
4/8/2020 10:05,5,7,7,-1,5,5,14
4/8/2020 8:45,6,7,7,-1,4,3,14
4/8/2020 11:05,7,6,7,-1,5,4,14
4/8/2020 10:15,4,6,7,-1,5,4,14
4/8/2020 9:05,6,7,7,-1,4,3,14
4/8/2020 10:30,6,6,7,-1,4,3,14
4/8/2020 9:55,7,9,8,-1,4,4,14
4/8/2020 14:05,7,7,7,-1,3,3,14
4/8/2020 10:55,6,7,8,-1,5,3,14
4/8/2020 9:20,6,7,7,-1,5,4,14
4/8/2020 8:45,5,8,8,-1,5,3,14
4/8/2020 9:45,7,9,7,-1,5,5,14
4/8/2020 8:55,5,7,6,-1,6,5,14
4/8/2020 10:25,6,7,7,-1,6,4,14
4/8/2020 9:05,6,7,8,-1,4,4,14
4/8/2020 8:55,7,7,7,-1,5,5,14
4/8/2020 11:20,6,8,6,-1,5,5,14
4/8/2020 9:00,6,7,8,-1,4,4,14
4/8/2020 9:35,6,8,7,-1,5,3,14
4/8/2020 8:35,5,6,7,-1,4,3,14
4/8/2020 10:35,6,6,7,-1,5,3,14
4/8/2020 9:15,5,7,8,-1,5,4,14
4/8/2020 10:05,5,8,7,-1,6,4,14
4/8/2020 8:55,5,6,7,-1,5,4,14
4/8/2020 8:45,6,8,8,-1,5,4,14
4/8/2020 9:35,6,7,8,-1,5,4,14
4/8/2020 8:50,6,7,7,-1,6,4,14
4/8/2020 9:25,6,6,7,-1,6,4,14
4/8/2020 8:35,6,6,8,-1,5,4,14
4/8/2020 9:25,6,8,8,-1,5,5,14
4/8/2020 9:50,7,7,7,-1,5,4,14
4/8/2020 8:45,6,7,8,-1,5,3,14
4/8/2020 9:45,5,7,7,-1,4,5,14
4/8/2020 9:10,7,7,6,-1,5,5,14
4/8/2020 8:40,7,7,7,-1,4,5,14
4/8/2020 9:15,6,9,7,-1,5,4,14
4/8/2020 10:00,5,7,6,-1,5,4,14
4/8/2020 11:00,6,8,8,-1,6,4,14
4/8/2020 8:45,5,6,8,-1,5,5,14
4/8/2020 9:20,5,7,7,-1,6,4,14
4/8/2020 9:15,7,7,7,-1,6,4,14
4/8/2020 10:30,6,7,5,-1,7,4,14
4/8/2020 9:45,5,6,7,-1,5,4,14
4/8/2020 9:10,5,7,7,-1,5,4,14
4/8/2020 10:40,6,6,7,-1,7,5,14
4/8/2020 10:00,7,7,7,-1,5,5,14
4/8/2020 9:20,6,9,6,-1,4,3,14
4/8/2020 10:00,6,7,6,-1,6,4,14
4/8/2020 10:05,7,9,7,-1,5,4,14
4/8/2020 9:10,5,6,6,-1,5,4,14
4/8/2020 8:35,5,7,7,-1,6,5,14
4/8/2020 10:10,6,8,8,-1,4,4,14
4/8/2020 9:10,6,8,6,-1,5,5,14
4/8/2020 8:45,6,8,7,-1,5,4,14
4/8/2020 10:35,7,7,8,-1,5,4,14
4/8/2020 9:05,6,7,6,-1,5,4,14
4/8/2020 8:55,5,9,7,-1,5,5,14
4/8/2020 9:15,7,6,6,-1,4,4,14
4/8/2020 9:40,6,7,7,-1,4,3,14
4/8/2020 10:25,6,6,8,-1,5,3,14
4/8/2020 15:55,6,7,7,-1,4,4,14
4/8/2020 9:30,7,6,7,-1,5,4,14
4/8/2020 9:00,6,6,7,-1,4,4,14
4/8/2020 8:55,7,6,7,-1,3,4,14
4/8/2020 9:45,6,6,7,-1,5,3,14
4/8/2020 12:25,7,7,8,-1,5,3,14
4/8/2020 9:40,6,7,8,-1,4,4,14
4/8/2020 9:55,6,7,6,-1,6,4,14
4/8/2020 9:20,6,9,7,-1,4,4,14
4/8/2020 11:35,6,7,7,-1,4,3,14
4/8/2020 9:40,6,7,7,-1,6,4,14
4/8/2020 10:55,8,8,6,-1,5,5,14
4/8/2020 14:20,7,8,7,-1,5,4,14
4/8/2020 8:50,5,6,7,-1,3,5,14
4/8/2020 9:25,6,5,6,-1,5,5,14
4/8/2020 9:25,4,9,7,-1,5,4,14
4/8/2020 9:45,5,8,7,-1,6,4,14
4/8/2020 12:05,6,6,7,-1,5,4,14
